,state_abbr,date,handle,revenue,hold,taxes
741,NY,3/1/2020,4186276.00,99514.00,0.02,9951.00
742,NY,4/1/2020,0.00,0.00,0.00,0.00
743,NY,5/1/2020,0.00,0.00,0.00,0.00
744,NY,6/1/2020,0.00,0.00,0.00,0.00
745,NY,7/1/2020,0.00,0.00,0.00,0.00
746,NY,8/1/2020,0.00,0.00,0.00,0.00
747,NY,9/1/2020,10092604.00,1403544.00,0.14,140354.00
748,NY,10/1/2020,18107259.00,2623464.00,0.15,262346.00
749,NY,11/1/2020,17096321.00,2619676.00,0.15,261968.00
750,NY,12/1/2020,18584384.00,2258771.00,0.12,225877.00
751,NY,1/1/2021,20942309.00,3569855.00,0.17,356986.00
752,NY,2/1/2021,14018760.00,1153275.00,0.08,115327.00
753,NY,3/1/2021,16529015.00,1845684.00,0.11,184568.00
754,NY,4/1/2021,13537156.00,1322623.00,0.10,132262.00
755,NY,5/1/2021,14145742.00,1590113.00,0.11,159011.00
756,NY,6/1/2021,14239819.00,1858642.00,0.13,185864.00
757,NY,7/1/2021,9338107.00,1273621.00,0.14,127362.00
758,NY,8/1/2021,9153603.00,1080570.00,0.12,108057.00
759,NY,9/1/2021,17355781.00,3187045.00,0.18,318704.00
760,NY,10/1/2021,25567296.00,1718615.00,0.07,171861.00
761,NY,11/1/2021,21519094.00,3956491.00,0.18,395649.00
762,NY,12/1/2021,21129981.00,764615.00,0.04,76461.00
763,NY,1/1/2022,1058862137.00,64825014.00,0.06,33195577.00
764,NY,2/1/2022,1210678939.00,62361305.00,0.05,31903692.00
765,NY,3/1/2022,1371402413.00,93373728.00,0.07,47344201.00
766,NY,4/1/2022,1396791941.00,104535898.00,0.08,53151656.00
767,NY,5/1/2022,1269862570.00,110418075.00,0.09,56055234.00
768,NY,6/1/2022,1056694011.00,72441501.00,0.07,36936704.00
769,NY,7/1/2022,804966381.00,73880416.00,0.09,37449978.00
770,NY,8/1/2022,877407454.00,100760793.00,0.12,50912979.00
771,NY,9/1/2022,1265553629.00,145039867.00,0.12,73270471.00
772,NY,10/1/2022,1555051006.00,146845937.00,0.09,74403028.00
773,NY,11/1/2022,1564144672.00,149244901.00,0.10,75695441.00
774,NY,12/1/2022,1632469011.00,142969451.00,0.09,72422558.00
775,NY,1/1/2023,1799048366.00,149886749.00,0.08,76253908.00
776,NY,2/1/2023,1474299932.00,108470835.00,0.07,55242679.00
777,NY,3/1/2023,1792885345.00,163582116.00,0.09,83117519.00
778,NY,4/1/2023,1550014914.00,139265045.00,0.09,70842936.00
779,NY,5/1/2023,1363794316.00,152643135.00,0.11,77571580.00
780,NY,6/1/2023,1170989676.00,103956640.00,0.09,52965055.00
781,NY,7/1/2023,966555215.00,105510883.00,0.11,53655339.00
782,OH,1/1/2023,1114101739.00,209037382.00,0.19,20922360.00
783,OH,2/1/2023,639795553.00,82879569.00,0.13,8306002.00
784,OH,3/1/2023,738613175.00,95313123.00,0.13,9551057.00
785,OH,4/1/2023,521703584.00,63819857.00,0.12,6405348.00
786,OH,5/1/2023,447477360.00,57949810.00,0.13,5819482.00
787,OH,6/1/2023,363066723.00,32598466.00,0.09,3276237.00
788,OR,10/1/2019,5605244.00,220396.00,0.04,110198.00
789,OR,11/1/2019,17115418.00,960713.00,0.06,480357.00
790,OR,12/1/2019,22551454.00,1743231.00,0.08,871616.00
791,OR,1/1/2020,21151594.00,1773805.00,0.08,886903.00
792,OR,2/1/2020,20899824.00,1481198.00,0.07,740599.00
793,OR,3/1/2020,9007678.00,937750.00,0.10,468875.00
794,OR,4/1/2020,4430649.00,392769.00,0.09,196385.00
795,OR,5/1/2020,7290190.00,598062.00,0.08,299031.00
796,OR,6/1/2020,7921865.00,777904.00,0.10,388952.00
797,OR,7/1/2020,14042424.00,1003039.00,0.07,501520.00
798,OR,8/1/2020,25845402.00,1662406.00,0.06,831203.00
799,OR,9/1/2020,26174305.00,1527244.00,0.06,763622.00
800,OR,10/1/2020,29455226.00,2751146.00,0.09,1375573.00
801,OR,11/1/2020,25039883.00,4116313.00,0.16,2058157.00
802,OR,12/1/2020,26987301.00,3050783.00,0.11,1525392.00
803,OR,1/1/2021,34935889.00,3872606.00,0.11,1936303.00
804,OR,2/1/2021,29600150.00,2684776.00,0.09,1342388.00
805,OR,3/1/2021,24054959.00,1374379.00,0.06,687190.00
806,OR,4/1/2021,25323060.00,2729278.00,0.11,1364639.00
807,OR,5/1/2021,27780213.00,2350289.00,0.09,1175145.00
808,OR,6/1/2021,24903118.00,2841767.00,0.11,1420884.00
809,OR,7/1/2021,18189572.00,2173573.00,0.12,1086787.00
810,OR,8/1/2021,17686201.00,1063136.00,0.06,531568.00
811,OR,9/1/2021,25070340.00,1259745.00,0.05,629873.00
812,OR,10/1/2021,37639043.00,3022299.00,0.08,1511150.00
813,OR,11/1/2021,32673216.00,4428659.00,0.14,2214330.00
814,OR,12/1/2021,33743753.00,2597501.00,0.08,1298751.00
815,OR,1/1/2022,42899736.00,2389280.00,0.06,1194640.00
816,OR,2/1/2022,39458431.00,3335165.00,0.09,1667583.00
817,OR,3/1/2022,36208012.00,3620610.00,0.10,1810305.00
818,OR,4/1/2022,42936414.00,3824163.00,0.09,1912082.00
819,OR,5/1/2022,41708882.00,5034037.00,0.12,2517019.00
820,OR,6/1/2022,33966897.00,2548191.00,0.08,1274096.00
821,OR,7/1/2022,28453425.00,2700257.00,0.10,1350129.00
822,OR,8/1/2022,28196192.00,2707041.00,0.10,1353521.00
823,OR,9/1/2022,39292036.00,5465182.00,0.14,2732591.00
824,OR,10/1/2022,55555465.00,5783451.00,0.10,2891726.00
825,OR,11/1/2022,55503997.00,6418578.00,0.12,3209289.00
826,OR,12/1/2022,53806188.00,5693398.00,0.11,2846699.00
827,OR,1/1/2023,62328292.00,7546964.00,0.12,3773482.00
828,OR,2/1/2023,48425409.00,4261284.00,0.09,2130642.00
829,OR,3/1/2023,50456710.00,6088343.00,0.12,3044172.00
830,PA,11/1/2018,1414587.00,508997.00,0.36,183239.00
831,PA,12/1/2018,16173090.00,2007592.00,0.12,722733.00
832,PA,1/1/2019,32011839.00,2607215.00,0.08,938597.00
833,PA,2/1/2019,31500742.00,1946817.00,0.06,700854.00
834,PA,3/1/2019,44527575.00,5519340.00,0.12,1986962.00
835,PA,4/1/2019,36769145.00,4221482.00,0.12,1519734.00
836,PA,5/1/2019,35934215.00,2861852.00,0.08,1030267.00
837,PA,6/1/2019,46334244.00,3126380.00,0.07,740455.00
838,PA,7/1/2019,59331959.00,5074431.00,0.09,1026769.00
839,PA,8/1/2019,109038051.00,9887738.00,0.09,2201406.00
840,PA,9/1/2019,194504622.00,19334816.00,0.10,5359994.00
841,PA,10/1/2019,241186066.00,19116777.00,0.08,5381370.00
842,PA,11/1/2019,316468264.00,20570772.00,0.07,5299447.00
843,PA,12/1/2019,342560389.00,17459091.00,0.05,4094813.00
844,PA,1/1/2020,348381708.00,31580803.00,0.09,8222829.00
845,PA,2/1/2020,329765782.00,11432097.00,0.04,1700011.00
846,PA,3/1/2020,131330059.00,8606120.00,0.07,2480132.00
847,PA,4/1/2020,46015988.00,3202680.00,0.07,1038049.00
848,PA,5/1/2020,77510033.00,5918697.00,0.08,1738436.00
849,PA,6/1/2020,89002562.00,7959790.00,0.09,2397657.00
850,PA,7/1/2020,164782229.00,13651865.00,0.08,2933093.00
851,PA,8/1/2020,364985422.00,27593677.00,0.08,6578667.00
852,PA,9/1/2020,462787392.00,18278779.00,0.04,2257158.00
853,PA,10/1/2020,525802524.00,47834647.00,0.09,13239693.00
854,PA,11/1/2020,491910713.00,48500443.00,0.10,13446089.00
855,PA,12/1/2020,548590065.00,45344348.00,0.08,12261434.00
856,PA,1/1/2021,615294827.00,49305268.00,0.08,12229342.00
857,PA,2/1/2021,509547820.00,33171120.00,0.07,5896731.00
858,PA,3/1/2021,560259181.00,41029269.00,0.07,10566844.00
859,PA,4/1/2021,479411021.00,36033727.00,0.08,9466734.00
860,PA,5/1/2021,447465027.00,37419313.00,0.08,9988734.00
861,PA,6/1/2021,420193377.00,42495332.00,0.10,12321187.00
862,PA,7/1/2021,304415503.00,27482519.00,0.09,7148225.00
863,PA,8/1/2021,348520369.00,25315958.00,0.07,6482608.00
864,PA,9/1/2021,578760746.00,48113670.00,0.08,10171364.00
865,PA,10/1/2021,776277954.00,42282405.00,0.05,8471814.00
866,PA,11/1/2021,761574597.00,84921693.00,0.11,22920716.00
867,PA,12/1/2021,750388696.00,37953474.00,0.05,6774396.00
868,PA,1/1/2022,793722787.00,53403655.00,0.07,11581175.00
869,PA,2/1/2022,597064049.00,22160553.00,0.04,-159425.00
870,PA,3/1/2022,714976578.00,48512264.00,0.07,10944209.00
871,PA,4/1/2022,572817741.00,49083331.00,0.09,12120141.00
872,PA,5/1/2022,493350519.00,47828553.00,0.10,12603546.00
873,PA,6/1/2022,393494222.00,22889554.00,0.06,4597039.00
874,PA,7/1/2022,336507932.00,33226517.00,0.10,9160020.00
875,PA,8/1/2022,363046972.00,42185145.00,0.12,12223188.00
876,PA,9/1/2022,645242681.00,75319093.00,0.12,18078109.00
877,PA,10/1/2022,797124732.00,61519576.00,0.08,14585047.00
878,PA,11/1/2022,789230672.00,69997949.00,0.09,19037133.00
879,PA,12/1/2022,754849873.00,71238770.00,0.09,19664738.00
880,PA,1/1/2023,772289648.00,57982069.00,0.08,14130145.00
881,PA,2/1/2023,599529429.00,62214502.00,0.10,15562864.00
882,PA,3/1/2023,723545806.00,66465774.00,0.09,18232293.00
883,PA,4/1/2023,572152803.00,51786464.00,0.09,13333004.00
884,PA,5/1/2023,495585360.00,57533744.00,0.12,14797653.00
885,PA,6/1/2023,373171415.00,33866725.00,0.09,8301627.00
886,PA,7/1/2023,338450263.00,39406353.00,0.12,11552323.00
887,RI,11/1/2018,682714.00,72997.00,0.11,37228.00
888,RI,12/1/2018,13087999.00,957913.00,0.07,488536.00
889,RI,1/1/2019,19051125.00,159978.00,0.01,81589.00
890,RI,2/1/2019,20686618.00,-890623.00,-0.04,-454218.00
891,RI,3/1/2019,23582716.00,1548230.00,0.07,789597.00
892,RI,4/1/2019,16859818.00,1970110.00,0.12,1004756.00
893,RI,5/1/2019,18900152.00,899165.00,0.05,458574.00
894,RI,6/1/2019,14736667.00,2149999.00,0.15,1096499.00
895,RI,7/1/2019,8321947.00,827579.00,0.10,422065.00
896,RI,8/1/2019,10060066.00,851788.00,0.09,434412.00
897,RI,9/1/2019,22195789.00,2516059.00,0.11,1283190.00
898,RI,10/1/2019,28281025.00,2457137.00,0.09,1253140.00
899,RI,11/1/2019,31465062.00,2745517.00,0.09,1400214.00
900,RI,12/1/2019,31670511.00,2571755.00,0.08,1311595.00
901,RI,1/1/2020,26939692.00,3279241.00,0.12,1672413.00
902,RI,2/1/2020,28147862.00,2323432.00,0.08,1184950.00
903,RI,3/1/2020,8949157.00,841767.00,0.09,429301.00
904,RI,4/1/2020,591377.00,27381.00,0.05,13964.00
905,RI,5/1/2020,1533114.00,163472.00,0.11,83371.00
906,RI,6/1/2020,2032803.00,101328.00,0.05,51677.00
907,RI,7/1/2020,6738626.00,351425.00,0.05,179227.00
908,RI,8/1/2020,23116965.00,1423391.00,0.06,725929.00
909,RI,9/1/2020,31293150.00,2352788.00,0.08,1199922.00
910,RI,10/1/2020,34704413.00,4388841.00,0.13,2238309.00
911,RI,11/1/2020,35098445.00,6281321.00,0.18,3203474.00
912,RI,12/1/2020,22770472.00,2533090.00,0.11,1291876.00
913,RI,1/1/2021,39817327.00,3717199.00,0.09,1895771.00
914,RI,2/1/2021,34110104.00,1555824.00,0.05,793470.00
915,RI,3/1/2021,38583919.00,3976140.00,0.10,2027831.00
916,RI,4/1/2021,29040966.00,3168532.00,0.11,1615951.00
917,RI,5/1/2021,28252139.00,2772910.00,0.10,1414184.00
918,RI,6/1/2021,29468571.00,3666029.00,0.12,1869675.00
919,RI,7/1/2021,22095960.00,3263276.00,0.15,1664271.00
920,RI,8/1/2021,24042834.00,1129859.00,0.05,576228.00
921,RI,9/1/2021,41203997.00,4012295.00,0.10,2046270.00
922,RI,10/1/2021,60158844.00,3608570.00,0.06,1840371.00
923,RI,11/1/2021,52747831.00,6703144.00,0.13,3418603.00
924,RI,12/1/2021,54935498.00,1177717.00,0.02,600636.00
925,RI,1/1/2022,58614487.00,5228277.00,0.09,2666421.00
926,RI,2/1/2022,42143261.00,3566393.00,0.09,1818860.00
927,RI,3/1/2022,45766958.00,3738223.00,0.08,1906494.00
928,RI,4/1/2022,40186632.00,2632134.00,0.07,1342388.00
929,RI,5/1/2022,41103489.00,2336733.00,0.06,1191734.00
930,RI,6/1/2022,34229823.00,2352896.00,0.07,1199977.00
931,RI,7/1/2022,25208531.00,2872076.00,0.11,1464759.00
932,RI,8/1/2022,27744694.00,3000421.00,0.11,1530215.00
933,RI,9/1/2022,41670257.00,6361823.00,0.15,3244530.00
934,RI,10/1/2022,55527937.00,6156914.00,0.11,3140026.00
935,RI,11/1/2022,61208319.00,4862856.00,0.08,2480057.00
936,RI,12/1/2022,59205426.00,6189316.00,0.11,3156551.00
937,RI,1/1/2023,62317384.00,5164799.00,0.08,2634047.00
938,RI,2/1/2023,43065996.00,3612113.00,0.08,1842178.00
939,RI,3/1/2023,41546643.00,3968567.00,0.10,2023969.00
940,RI,4/1/2023,37496094.00,3009679.00,0.08,1534936.00
941,RI,5/1/2023,30754497.00,3898405.00,0.13,1988187.00
942,RI,6/1/2023,23723659.00,1783530.00,0.08,909600.00
943,SD,9/1/2021,443365.00,71320.00,0.16,6419.00
944,SD,10/1/2021,815037.00,98037.00,0.12,8823.00
945,SD,11/1/2021,717775.00,74919.00,0.10,6743.00
946,SD,12/1/2021,675312.00,10306.00,0.02,928.00
947,SD,1/1/2022,835252.00,82291.00,0.10,7406.00
948,SD,2/1/2022,685631.00,81367.00,0.12,7323.00
949,SD,3/1/2022,975347.00,97643.00,0.10,8788.00
950,SD,4/1/2022,368517.00,86938.00,0.24,7824.00
951,SD,5/1/2022,307995.00,25102.00,0.08,2259.00
952,SD,6/1/2022,301217.00,27869.00,0.09,2508.00
953,SD,7/1/2022,259180.00,16143.00,0.06,1453.00
954,SD,8/1/2022,266673.00,59053.00,0.22,5315.00
955,SD,9/1/2022,711577.00,211612.00,0.30,19045.00
956,SD,10/1/2022,862170.00,131749.00,0.15,11857.00
957,SD,11/1/2022,861660.00,75856.00,0.09,6827.00
958,SD,12/1/2022,757610.00,151374.00,0.20,13624.00
959,SD,1/1/2023,910312.00,123365.00,0.14,11103.00
960,SD,2/1/2023,717137.00,82853.00,0.12,7457.00
961,SD,3/1/2023,923904.00,161368.00,0.18,14523.00
962,SD,4/1/2023,493045.00,22503.00,0.05,2025.00
963,SD,5/1/2023,528562.00,22536.00,0.04,2028.00
964,SD,6/1/2023,417025.00,-9254.00,-0.02,-833.00
965,TN,11/1/2020,131444523.00,13224908.00,0.10,2363918.00
966,TN,12/1/2020,180900000.00,13900000.00,0.08,3080000.00
967,TN,1/1/2021,211300000.00,20900000.00,0.10,4300000.00
968,TN,2/1/2021,176300000.00,13000000.00,0.07,2600000.00
969,TN,3/1/2021,205900000.00,18000000.00,0.09,3200000.00
970,TN,4/1/2021,172400000.00,15500000.00,0.09,2800000.00
971,TN,5/1/2021,160900000.00,15400000.00,0.10,2700000.00
972,TN,6/1/2021,174500000.00,18300000.00,0.11,3200000.00
973,TN,7/1/2021,144559000.00,15172000.00,0.11,2600000.00
974,TN,8/1/2021,144500000.00,13200000.00,0.09,2000000.00
975,TN,9/1/2021,257300000.00,25600000.00,0.10,3300000.00
976,TN,10/1/2021,375300000.00,23300000.00,0.06,3400000.00
977,TN,11/1/2021,365700000.00,36900000.00,0.10,5900000.00
978,TN,12/1/2021,341800000.00,24600000.00,0.07,3300000.00
979,TN,1/1/2022,386059756.00,36249453.00,0.09,5817504.00
980,TN,2/1/2022,313298305.00,20945018.00,0.07,3026574.00
981,TN,3/1/2022,370230004.00,26520468.00,0.07,4550242.00
982,TN,4/1/2022,292796670.00,27142800.00,0.09,4649129.00
983,TN,5/1/2022,261582468.00,27315928.00,0.10,4766458.00
984,TN,6/1/2022,215774186.00,15855649.00,0.07,2559649.00
985,TN,7/1/2022,182769323.00,18174226.00,0.10,3668804.00
986,TN,8/1/2022,205863860.00,27200883.00,0.13,4875847.00
987,TN,9/1/2022,336933437.00,46285200.00,0.14,8716963.00
988,TN,10/1/2022,405337575.00,37295159.00,0.09,6989818.00
989,TN,11/1/2022,439456908.00,47248222.00,0.11,9030021.00
990,TN,12/1/2022,440445414.00,49176885.00,0.11,9401952.00
991,TN,1/1/2023,410773606.00,41392586.00,0.10,7269600.00
992,TN,2/1/2023,327326201.00,33943931.00,0.10,6380150.00
993,TN,3/1/2023,392667304.00,45506700.00,0.12,8752898.00
994,TN,4/1/2023,318416216.00,34257592.00,0.11,6435653.00
995,TN,5/1/2023,279794996.00,37097192.00,0.13,7145077.00
996,TN,6/1/2023,230337515.00,25526655.00,0.11,4635761.00
997,TN,7/1/2023,214114055.00,22181055.00,0.10,3951411.00
998,VA,1/1/2021,58896564.00,3586077.00,0.06,39710.00
999,VA,2/1/2021,265778306.00,12238780.00,0.05,300594.00
1000,VA,3/1/2021,304066245.00,26573877.00,0.09,1183488.00
1001,VA,4/1/2021,236432524.00,19442317.00,0.08,1652147.00
1002,VA,5/1/2021,226963573.00,23173549.00,0.10,2381116.00
1003,VA,6/1/2021,234943435.00,22006296.00,0.09,2273995.00
1004,VA,7/1/2021,161901955.00,19965556.00,0.12,1864433.00
1005,VA,8/1/2021,182418252.00,17967427.00,0.10,1378540.00
1006,VA,9/1/2021,293851531.00,30929243.00,0.11,1557499.00
1007,VA,10/1/2021,427320306.00,30160385.00,0.07,1746204.00
1008,VA,11/1/2021,402621132.00,48337037.00,0.12,4233167.00
1009,VA,12/1/2021,426596891.00,31515015.00,0.07,1729130.00
1010,VA,1/1/2022,485544417.00,39050067.00,0.08,2876609.00
1011,VA,2/1/2022,401889135.00,27498133.00,0.07,1406280.00
1012,VA,3/1/2022,469484017.00,33700016.00,0.07,2116289.00
1013,VA,4/1/2022,399478366.00,36275264.00,0.09,3040327.00
1014,VA,5/1/2022,351452931.00,42537524.00,0.12,3896270.00
1015,VA,6/1/2022,295235271.00,25965182.00,0.09,1871961.00
1016,VA,7/1/2022,266001583.00,26024408.00,0.10,3060304.00
1017,VA,8/1/2022,284671331.00,36978897.00,0.13,4474132.00
1018,VA,9/1/2022,411273323.00,53821382.00,0.13,7257403.00
1019,VA,10/1/2022,528029938.00,51164199.00,0.10,6956643.00
1020,VA,11/1/2022,518818987.00,57531255.00,0.11,7782639.00
1021,VA,12/1/2022,503075150.00,50687278.00,0.10,7026829.00
1022,VA,1/1/2023,510982033.00,49393812.00,0.10,6368899.00
1023,VA,2/1/2023,433807108.00,39766908.00,0.09,4682125.00
1024,VA,3/1/2023,511614541.00,55258910.00,0.11,7413213.00
1025,VA,4/1/2023,425982859.00,45121878.00,0.11,5799965.00
1026,VA,5/1/2023,403719160.00,48144550.00,0.12,6285305.00
1027,VA,6/1/2023,325455052.00,32668024.00,0.10,3939701.00
1028,WV,8/1/2018,305192.00,196945.00,0.65,19695.00
1029,WV,9/1/2018,7333626.00,1967318.00,0.27,196732.00
1030,WV,10/1/2018,11147951.00,854974.00,0.08,85497.00
1031,WV,11/1/2018,13826231.00,1207363.00,0.09,120736.00
1032,WV,12/1/2018,15183234.00,2396963.00,0.16,239696.00
1033,WV,1/1/2019,19740035.00,1400944.00,0.07,140094.00
1034,WV,2/1/2019,16845338.00,228286.00,0.01,22829.00
1035,WV,3/1/2019,15088168.00,1818636.00,0.12,183773.00
1036,WV,4/1/2019,10978040.00,699185.00,0.06,69918.00
1037,WV,5/1/2019,9429073.00,719098.00,0.08,71910.00
1038,WV,6/1/2019,7925849.00,425216.00,0.05,42522.00
1039,WV,7/1/2019,6944761.00,694934.00,0.10,69493.00
1040,WV,8/1/2019,11563468.00,1536864.00,0.13,153686.00
1041,WV,9/1/2019,27508921.00,4119457.00,0.15,411946.00
1042,WV,10/1/2019,32833393.00,3197821.00,0.10,319782.00
1043,WV,11/1/2019,35268743.00,1884367.00,0.05,188437.00
1044,WV,12/1/2019,34159637.00,2709585.00,0.08,270959.00
1045,WV,1/1/2020,39140547.00,3035253.00,0.08,303525.00
1046,WV,2/1/2020,40914714.00,-397120.00,-0.01,-39712.00
1047,WV,3/1/2020,14901577.00,1118217.00,0.08,111822.00
1048,WV,4/1/2020,2465138.00,129540.00,0.05,12954.00
1049,WV,5/1/2020,5466523.00,576709.00,0.11,57671.00
1050,WV,6/1/2020,6147910.00,541070.00,0.09,54107.00
1051,WV,7/1/2020,15072228.00,1522249.00,0.10,152225.00
1052,WV,8/1/2020,45185356.00,2294328.00,0.05,229433.00
1053,WV,9/1/2020,67610819.00,4129595.00,0.06,412960.00
1054,WV,10/1/2020,49997860.00,3950324.00,0.08,395032.00
1055,WV,11/1/2020,52271787.00,4886566.00,0.09,488657.00
1056,WV,12/1/2020,61566896.00,5499992.00,0.09,549999.00
1057,WV,1/1/2021,57103775.00,4891256.00,0.09,489126.00
1058,WV,2/1/2021,38015260.00,1024272.00,0.03,102427.00
1059,WV,3/1/2021,45917290.00,4311297.00,0.09,431130.00
1060,WV,4/1/2021,28995033.00,2241951.00,0.08,224195.00
1061,WV,5/1/2021,28264642.00,2928370.00,0.10,292837.00
1062,WV,6/1/2021,28054400.00,3318278.00,0.12,331828.00
1063,WV,7/1/2021,21290275.00,2295743.00,0.11,229574.00
1064,WV,8/1/2021,26131251.00,2685271.00,0.10,268527.00
1065,WV,9/1/2021,52193627.00,6128575.00,0.12,612858.00
1066,WV,10/1/2021,68074615.00,3160579.00,0.05,316058.00
1067,WV,11/1/2021,88190136.00,6983136.00,0.08,698314.00
1068,WV,12/1/2021,64710557.00,5159229.00,0.08,515923.00
1069,WV,1/1/2022,65125042.00,4528101.00,0.07,452810.00
1070,WV,2/1/2022,48476816.00,1904490.00,0.04,190449.00
1071,WV,3/1/2022,55672438.00,3117541.00,0.06,311754.00
1072,WV,4/1/2022,38655331.00,3067780.00,0.08,306778.00
1073,WV,5/1/2022,40439679.00,3748227.00,0.09,374823.00
1074,WV,6/1/2022,30145409.00,2066930.00,0.07,206693.00
1075,WV,7/1/2022,25769135.00,2706044.00,0.11,270604.00
1076,WV,8/1/2022,28553358.00,3455974.00,0.12,345597.00
1077,WV,9/1/2022,49859709.00,7217919.00,0.15,721792.00
1078,WV,10/1/2022,56968266.00,5427011.00,0.10,542701.00
1079,WV,11/1/2022,72947153.00,5521747.00,0.08,552175.00
1080,WV,12/1/2022,58705514.00,8060617.00,0.14,806062.00
1081,WV,1/1/2023,49384637.00,4019360.00,0.08,401936.00
1082,WV,2/1/2023,39740983.00,2726640.00,0.07,272664.00
1083,WV,3/1/2023,45538667.00,4469377.00,0.10,446938.00
1084,WV,4/1/2023,40827987.00,3107176.00,0.08,310718.00
1085,WV,5/1/2023,35140816.00,3849531.00,0.11,384953.00
1086,WV,6/1/2023,23695286.00,2053727.00,0.09,205373.00
1087,WV,7/1/2023,22301062.00,2719702.00,0.12,271970.00
1088,WY,9/1/2021,6242469.00,954416.00,0.15,-12398.00
1089,WY,10/1/2021,10847657.00,881200.00,0.08,16021.00
1090,WY,11/1/2021,10973008.00,1363696.00,0.12,86499.00
1091,WY,12/1/2021,12285012.00,813504.00,0.07,21792.00
1092,WY,1/1/2022,13977632.00,1098460.00,0.08,46565.00
1093,WY,2/1/2022,10301603.00,722631.00,0.07,18824.00
1094,WY,3/1/2022,12704938.00,1104236.00,0.09,44806.00
1095,WY,4/1/2022,9995920.00,1007796.00,0.10,51187.00
1096,WY,5/1/2022,9340833.00,1011714.00,0.11,53163.00
1097,WY,6/1/2022,7322852.00,673269.00,0.09,38036.00
1098,WY,7/1/2022,7246352.00,680740.00,0.09,38365.00
1099,WY,8/1/2022,10990904.00,1237815.00,0.11,85672.00
1100,WY,9/1/2022,13575173.00,1932519.00,0.14,115550.00
1101,WY,10/1/2022,17275317.00,2039620.00,0.12,115893.00
1102,WY,11/1/2022,16702867.00,1478158.00,0.09,100009.00
1103,WY,12/1/2022,15087739.00,1803272.00,0.12,135101.00
1104,WY,1/1/2023,14339351.00,1587273.00,0.11,94081.00
1105,WY,2/1/2023,11591163.00,1106141.00,0.10,54296.00
1106,WY,3/1/2023,14777639.00,1837412.00,0.12,130677.00
1107,WY,4/1/2023,12623675.00,1264212.00,0.10,82848.00
1108,WY,5/1/2023,12778371.00,1306929.00,0.10,81448.00
1109,WY,6/1/2023,9483450.00,775389.00,0.08,37705.00
